TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Right_AUX,Left_AUX,Marker
2025-02-28 12:40:31.181558,793.7728881835938,804.2490844726562,804.2490844726562,608.8278198242188,712.7838745117188,616.4835205078125,
2025-02-28 12:40:31.182645,790.952392578125,788.1318969726562,802.2344360351562,1059.7069091796875,626.959716796875,573.7728881835938,
2025-02-28 12:40:31.182181,809.084228515625,803.4432373046875,805.8607788085938,157.54579162597656,588.6813354492188,551.6116943359375,
2025-02-28 12:40:31.183747,803.8461303710938,798.6080322265625,807.069580078125,406.959716796875,657.5823974609375,561.2820434570312,
2025-02-28 12:40:31.184473,804.6520385742188,812.7106323242188,803.8461303710938,1481.5750732421875,931.1721801757812,1274.871826171875,
2025-02-28 12:40:31.183426,781.6849975585938,780.879150390625,798.6080322265625,0.0,793.3699340820312,675.3113403320312,
2025-02-28 12:40:31.184145,816.3369750976562,818.3516235351562,811.5018310546875,29.816850662231445,706.3369750976562,888.05859375,
2025-02-28 12:40:31.185286,792.967041015625,790.5494384765625,796.5933837890625,0.0,757.5091552734375,607.6190185546875,
2025-02-28 12:40:31.184910,780.879150390625,790.952392578125,796.996337890625,205.4945068359375,952.930419921875,1001.2820434570312,
2025-02-28 12:40:31.186202,802.2344360351562,803.040283203125,809.084228515625,142.63735961914062,843.7362670898438,762.3442993164062,
2025-02-28 12:40:31.185787,817.5457763671875,802.6373901367188,806.2637329101562,1155.201416015625,655.1648559570312,578.2051391601562,
2025-02-28 12:40:31.186659,782.4908447265625,796.1904907226562,794.981689453125,701.90478515625,984.3589477539062,819.5604248046875,
2025-02-28 12:40:31.223697,796.1904907226562,784.1025390625,790.1465454101562,0.0,843.3333129882812,697.069580078125,
2025-02-28 12:40:31.225726,818.3516235351562,808.2783813476562,813.91943359375,172.85714721679688,910.6226806640625,952.930419921875,
2025-02-28 12:40:31.225593,813.113525390625,796.1904907226562,808.2783813476562,735.7509155273438,829.6337280273438,909.8168334960938,
2025-02-28 12:40:31.225886,793.3699340820312,792.967041015625,796.996337890625,1001.2820434570312,867.912109375,992.8204956054688,
2025-02-28 12:40:31.226396,771.2088012695312,792.967041015625,797.8021850585938,0.0,765.1648559570312,870.7326049804688,
2025-02-28 12:40:31.226723,796.996337890625,806.6666870117188,807.069580078125,603.99267578125,835.6776733398438,970.2564086914062,
2025-02-28 12:40:31.226925,817.1428833007812,817.1428833007812,809.89013671875,157.14285278320312,915.8607788085938,1282.930419921875,
2025-02-28 12:40:31.227265,801.025634765625,802.6373901367188,803.8461303710938,1106.849853515625,784.908447265625,881.2088012695312,
2025-02-28 12:40:31.227440,779.2673950195312,784.908447265625,797.8021850585938,0.0,668.4615478515625,499.6336975097656,
2025-02-28 12:40:31.227690,784.5054931640625,799.8168334960938,799.4139404296875,330.80584716796875,691.025634765625,553.6264038085938,
2025-02-28 12:40:31.227874,811.5018310546875,811.90478515625,803.4432373046875,1645.164794921875,830.8424682617188,746.6300659179688,
2025-02-28 12:40:31.228117,799.8168334960938,800.2197875976562,801.025634765625,1491.245361328125,848.5714111328125,758.7179565429688,
2025-02-28 12:40:31.265438,770.8058471679688,791.7582397460938,791.3552856445312,209.5238037109375,761.1355590820312,621.7216186523438,
2025-02-28 12:40:31.266021,785.3113403320312,797.3992919921875,800.2197875976562,0.0,799.8168334960938,684.5787353515625,
2025-02-28 12:40:31.270612,807.4725341796875,807.87548828125,810.2930297851562,1092.3443603515625,906.1904907226562,773.6264038085938,
2025-02-28 12:40:31.271007,814.7252807617188,812.3076782226562,811.098876953125,169.23077392578125,861.8681030273438,855.4212646484375,
2025-02-28 12:40:31.271396,805.8607788085938,800.6226806640625,801.025634765625,799.8168334960938,742.6007080078125,849.3773193359375,
2025-02-28 12:40:31.271785,780.0732421875,792.1611938476562,792.967041015625,0.0,800.2197875976562,1012.967041015625,
2025-02-28 12:40:31.272707,805.4578857421875,797.3992919921875,806.6666870117188,177.2893829345703,980.3296508789062,942.8571166992188,
2025-02-28 12:40:31.272441,793.7728881835938,796.996337890625,807.069580078125,722.8571166992188,1004.1025390625,1276.4835205078125,
2025-02-28 12:40:31.273056,788.937744140625,793.3699340820312,798.2051391601562,1004.1025390625,824.7985229492188,694.6520385742188,
2025-02-28 12:40:31.273302,783.6996459960938,796.1904907226562,801.025634765625,0.0,836.4835205078125,689.8168334960938,
2025-02-28 12:40:31.273909,811.5018310546875,806.6666870117188,805.8607788085938,584.2490844726562,934.3956298828125,781.6849975585938,
2025-02-28 12:40:31.274299,830.4395751953125,809.89013671875,806.2637329101562,147.06959533691406,978.3150024414062,873.1502075195312,
2025-02-28 12:40:31.330939,805.4578857421875,793.3699340820312,802.2344360351562,1202.7471923828125,996.0439453125,890.0732421875,
2025-02-28 12:40:31.331496,790.1465454101562,793.3699340820312,790.5494384765625,240.14651489257812,793.7728881835938,618.901123046875,
2025-02-28 12:40:31.331290,780.4761962890625,782.4908447265625,789.3406372070312,0.0,869.9267578125,751.8681030273438,
2025-02-28 12:40:31.334998,821.1721801757812,804.2490844726562,799.4139404296875,1527.912109375,787.3259887695312,802.6373901367188,
2025-02-28 12:40:31.335124,818.3516235351562,805.8607788085938,802.6373901367188,4.835165023803711,813.113525390625,1111.2821044921875,
2025-02-28 12:40:31.335253,786.5201416015625,794.981689453125,808.2783813476562,450.4761962890625,887.6557006835938,1138.2784423828125,
2025-02-28 12:40:31.335445,792.1611938476562,785.7142944335938,808.2783813476562,0.0,805.4578857421875,1103.223388671875,
2025-02-28 12:40:31.335769,819.5604248046875,801.8314819335938,809.084228515625,981.5384521484375,718.8278198242188,1053.2601318359375,
2025-02-28 12:40:31.336004,823.99267578125,806.6666870117188,810.2930297851562,178.4981689453125,726.886474609375,768.7911987304688,
2025-02-28 12:40:31.336187,797.8021850585938,792.5640869140625,801.8314819335938,855.8241577148438,684.1758422851562,545.970703125,
2025-02-28 12:40:31.336487,784.908447265625,787.7289428710938,796.5933837890625,0.0,765.5677490234375,547.5823974609375,
2025-02-28 12:40:31.336966,811.5018310546875,799.4139404296875,806.6666870117188,630.1831665039062,903.7728881835938,702.3076782226562,
2025-02-28 12:40:31.355310,823.1868286132812,809.4871826171875,811.90478515625,156.73992919921875,943.6630249023438,851.3919677734375,
2025-02-28 12:40:31.355534,799.010986328125,801.8314819335938,801.025634765625,1019.010986328125,886.0439453125,787.7289428710938,
2025-02-28 12:40:31.355814,785.3113403320312,788.937744140625,792.1611938476562,0.0,720.03662109375,534.2857055664062,
2025-02-28 12:40:31.356206,801.025634765625,794.1758422851562,796.996337890625,520.5860595703125,761.5384521484375,574.981689453125,
2025-02-28 12:40:31.356504,818.3516235351562,807.4725341796875,807.4725341796875,116.84981536865234,839.7069702148438,785.3113403320312,
2025-02-28 12:40:31.358055,809.084228515625,798.2051391601562,805.4578857421875,1287.3626708984375,749.047607421875,911.4285888671875,
2025-02-28 12:40:31.358162,788.5347900390625,785.3113403320312,800.6226806640625,0.0,691.4285888671875,1007.7289428710938,
2025-02-28 12:40:31.358371,793.3699340820312,791.7582397460938,803.4432373046875,138.2051239013672,722.05126953125,774.8351440429688,
2025-02-28 12:40:31.358699,819.96337890625,809.4871826171875,808.6813354492188,1417.106201171875,798.2051391601562,816.3369750976562,
